NCM,CO_PAIS,vl_fob_total,kg_liq_total,ISO3
10063021,81,2945,2442,BGD
10063021,827,7725,7090,TUR
10063021,828,231,200,TUV
10063021,83,18582,16797,BRB
10063021,845,20308,8885,URY
10063021,850,1048,1308,VEN
10063021,858,3390,3040,VNM
10063021,87,14210,11154,BEL
10063021,88,1663,1275,BLZ
10063021,90,3501,2575,BMU
10063021,97,15422,31463,BOL
10063029,105,234,170,BRA
10063029,111,298,400,BGR
10063029,137,2964,898,CYM
10063029,145,136,98,CMR
10063029,149,149,190,CAN
10063029,154,1293,311,QAT
10063029,158,1540,648,CHL
10063029,160,2512,2122,CHN
10063029,161,54,12,TWN
10063029,163,9814,7804,CYP
10063029,190,4207,1966,KOR
10063029,195,650,313,HRV
10063029,198,63,10,KWT
10063029,23,1546,896,DEU
10063029,232,9555,3121,DNK
10063029,244,294,231,ARE
10063029,245,221,200,ESP
10063029,249,1558,1106,USA
10063029,259,205,240,FRO
10063029,267,1764,1525,PHL
10063029,275,1763,535,FRA
10063029,281,1480,288,GAB
10063029,293,1642,562,GIB
10063029,301,12421,8867,GRC
10063029,351,59754,25675,HKG
10063029,359,721,401,IMN
10063029,361,8502,2635,IND
10063029,375,623,163,IRL
10063029,386,5257,2373,ITA
10063029,399,4774,3538,JPN
10063029,403,709,730,JOR
10063029,411,231,200,KIR
10063029,43,4444,2349,ATG
10063029,431,766,830,LBN
10063029,434,79769,35006,LBR
10063029,445,797,185,LUX
10063029,455,25,20,MYS
10063029,467,35440,16218,MLT
10063029,472,45,5,MNP
10063029,474,76,100,MAR
10063029,476,91910,42718,MHL
10063029,505,962,105,MOZ
10063029,528,52,10,NGA
10063029,53,856,260,SAU
10063029,538,26716,11778,NOR
10063029,551,463,450,VUT
10063029,556,13,10,OMN
10063029,573,3146,1861,NLD
10063029,580,69558,34893,PAN
10063029,586,7751,3745,PRY
10063029,59,162,150,DZA
10063029,603,455,225,POL
10063029,607,17947,5570,PRT
10063029,628,6538,2703,GBR
10063029,670,217,210,ROU
10063029,676,39,20,RUS
10063029,705,37,50,VCT
10063029,741,38630,16267,SGP
10063029,756,511,420,ZAF
10063029,764,123,80,SWE
10063029,767,1628,895,CHE
10063029,77,10096,5353,BHS
10063029,776,2261,1420,THA
10063029,780,80,30,TZA
10063029,80,6351,1555,BHR
10063029,800,132,20,TGO
10063029,81,580,390,BGD
10063029,827,1822,1325,TUR
10063029,828,208,270,TUV
10063029,83,2374,1103,BRB
10063029,845,12644,4208,URY
10063029,850,9,8,VEN
10063029,858,344,340,VNM
10063029,87,2244,950,BEL
10063029,88,541,220,BLZ
10063029,90,1363,351,BMU
10064000,127,20000,50000,CPV
10064000,149,167,600,CAN
10064000,158,2587564,8038370,CHL
10064000,200,189606,528109,CUW
10064000,229,58140,153000,BEN
10064000,23,218880,593842,DEU
10064000,245,804270,2116500,ESP
10064000,249,1443053,4585967,USA
10064000,285,8691821,26618511,GMB
10064000,317,1310987,3714501,GTM
10064000,334,920133,2770528,GNB
10064000,337,36,150,GUY
10064000,351,28,70,HKG
10064000,361,1916,7500,IND
10064000,40,620324,2130001,AGO
10064000,431,83750,250000,LBN
10064000,434,160998,500000,LBR
10064000,464,972000,3000000,MLI
10064000,47,194074,461834,ANT
10064000,521,150035,443711,NIC
10064000,573,1740203,5198277,NLD
10064000,580,106532,261048,PAN
10064000,603,560029,1201080,POL
10064000,63,22908,54060,ARG
10064000,65,306351,823358,ABW
10064000,687,85727,206155,SLV
10064000,720,66306,150000,STP
10064000,728,7316153,19428117,SEN
10064000,735,4893130,15912204,SLE
10064000,741,73000,250000,SGP
10064000,756,1659145,4517300,ZAF
10064000,767,230847,600000,CHE
10064000,800,2743,8300,TGO
10064000,845,482489,1754503,URY
10064000,850,1999730,4927074,VEN
10064000,87,4717697,14819503,BEL
10064000,97,3340647,8847400,BOL
10071000,101,46100,8521,BWA
10071000,158,59,31,CHL
10071000,177,5832,717,COG
10071000,199,4863,3760,CUB
10071000,200,640,160,CUW
10071000,23,85,15,DEU
10071000,249,5270,820,USA
10071000,289,100,200,GHA
10071000,31,13631,4400,BFA
10071000,317,60,60,GTM
10071000,337,276,50,GUY
10071000,40,155147,28750,AGO
10071000,493,14045,6680,MEX
10071000,505,25500,4000,MOZ
10071000,528,47308,8000,NGA
10071000,576,6,4,PAK
10071000,586,162235,45506,PRY
10071000,607,319,30,PRT
10071000,623,13,125,KEN
10071000,63,3553,971,ARG
10071000,647,26416,6410,DOM
10071000,665,26,27,ZWE
10071000,728,20,10,SEN
10071000,780,650,1400,TZA
10071000,845,33,25,URY
10071000,850,4954,7095,VEN
10071000,890,20,20,ZMB
10071000,97,167283,36236,BOL
10079000,160,321834,1374480,CHN
10079000,161,1220469,5782750,TWN
10079000,244,452170,1714000,ARE
10079000,365,35177,200440,IDN
10079000,369,6899,30660,IRQ
10079000,383,105480,600000,ISR
10079000,399,1,6,JPN
10079000,72,1,6,AUT
10079000,756,1145348,5925239,ZAF
10081010,111,6,2,BGR
10081010,163,89,30,CYP
10081010,467,64,20,MLT
10081010,476,160,50,MHL
10081010,580,96,30,PAN
10081010,628,42,10,GBR
10081010,741,16,5,SGP
10081010,77,32,10,BHS
10081090,105,5,3,BRA
10081090,137,270,35,CYM
10081090,145,146,18,CMR
10081090,154,13,5,QAT
10081090,163,1248,196,CYP
10081090,183,124,20,COK
10081090,23,473,77,DEU
10081090,232,213,33,DNK
10081090,267,67,10,PHL
10081090,281,26,5,GAB
10081090,293,64,11,GIB
10081090,301,1699,267,GRC
10081090,334,23,8,GNB
10081090,351,929,138,HKG
10081090,359,311,42,IMN
10081090,361,39,6,IND
10081090,386,169,36,ITA
10081090,43,3284,547,ATG
10081090,434,9649,1544,LBR
10081090,467,3213,503,MLT
10081090,476,5965,916,MHL
10081090,538,579,95,NOR
10081090,573,266,30,NLD
10081090,575,100,20,PLW
10081090,580,3255,491,PAN
10081090,607,1973,283,PRT
10081090,628,660,91,GBR
10081090,695,96,10,KNA
10081090,705,201,30,VCT
10081090,741,1033,151,SGP
10081090,77,2075,359,BHS
10081090,80,203,24,BHR
10081090,827,182,20,TUR
10081090,83,691,105,BRB
10081090,87,344,60,BEL
10081090,88,87,12,BLZ
10081090,90,135,20,BMU
10082110,275,152712,57300,FRA
10082110,301,83,15,GRC
10082110,337,3324,12000,GUY
10082110,386,848,414,ITA
10082110,399,273813,94000,JPN
10082110,476,57,10,MHL
10082110,580,116,30,PAN
10082110,586,526716,134271,PRY
10082110,63,183770,85400,ARG
10082110,83,79,15,BRB
10082110,845,255436,200475,URY
10082190,23,152,10,DEU
10082190,628,587,59,GBR
10082190,770,93,100,SUR
10082990,244,6879,24500,ARE
10082990,325,1050,1432,GUF
10082990,337,7802,44010,GUY
10082990,586,4230,6790,PRY
10082990,63,8835,28500,ARG
10082990,845,27864,69000,URY
10083090,163,18,5,CYP
10083090,23,25,8,DEU
10083090,232,75,23,DNK
10083090,249,188,75,USA
10083090,301,10,2,GRC
10083090,325,1022,639,GUF
10083090,351,104,25,HKG
10083090,434,180,39,LBR
10083090,467,61,10,MLT
10083090,476,304,173,MHL
10083090,538,5,1,NOR
10083090,573,17,5,NLD
10083090,580,313,55,PAN
10083090,586,51689,38584,PRY
10083090,628,147,34,GBR
10083090,741,106,30,SGP
10083090,770,89,110,SUR
10083090,80,15,4,BHR
10083090,90,21,5,BMU
10085010,160,23,2,CHN
10085010,351,62,6,HKG
10085010,43,13,1,ATG
10085010,467,30,4,MLT
10085010,580,49,4,PAN
10085010,741,29,2,SGP
10085090,127,20,2,CPV
10085090,160,36,10,CHN
10085090,23,24,6,DEU
10085090,249,52,3,USA
10085090,351,29,5,HKG
10085090,40,636,69,AGO
10085090,43,8,1,ATG
10085090,434,239,56,LBR
10085090,467,102,13,MLT
10085090,476,115,28,MHL
10085090,505,36,10,MOZ
10085090,538,99,17,NOR
10085090,580,40,18,PAN
10085090,586,322,41,PRY
10085090,607,40,19,PRT
10085090,628,6,1,GBR
10085090,63,168,8,ARG
10085090,741,8,3,SGP
10085090,767,43,9,CHE
10085090,77,11,1,BHS
10089090,127,616,68,CPV
10089090,145,37,10,CMR
10089090,149,637,70,CAN
10089090,160,38,19,CHN
10089090,163,168,58,CYP
10089090,190,44,11,KOR
10089090,23,300,73,DEU
10089090,232,89,42,DNK
10089090,240,46,6,EGY
10089090,244,44,12,ARE
10089090,249,296,68,USA
10089090,267,111,37,PHL
10089090,275,7,2,FRA
10089090,293,29,3,GIB
10089090,301,308,77,GRC
10089090,351,780,230,HKG
10089090,361,107,55,IND
10089090,386,454,173,ITA
10089090,399,177,63,JPN
10089090,40,308,34,AGO
10089090,403,20,10,JOR
10089090,43,52,8,ATG
10089090,431,131,48,LBN
10089090,434,3320,755,LBR
10089090,467,1291,304,MLT
10089090,476,2839,891,MHL
10089090,538,99,22,NOR
10089090,573,89,32,NLD
10089090,580,2664,900,PAN
10089090,586,119,65,PRY
10089090,607,111,34,PRT
10089090,628,195,64,GBR
10089090,741,711,274,SGP
10089090,767,286,26,CHE
10089090,77,723,180,BHS
10089090,770,10,10,SUR
10089090,800,13,6,TGO
10089090,827,131,36,TUR
10089090,83,63,17,BRB
10089090,858,84,11,VNM
10089090,87,11,3,BEL
10089090,88,84,19,BLZ
10089090,990,91,25,ZZZ
11010010,105,2224,1548,BRA
11010010,111,308,300,BGR
11010010,127,135,200,CPV
11010010,13,22,25,AFG
11010010,137,6338,5819,CYM
11010010,145,55,50,CMR
11010010,149,375,170,CAN
11010010,154,1059,954,QAT
11010010,158,796,1061,CHL
11010010,160,21952,23293,CHN
11010010,161,669,800,TWN
11010010,163,50497,50195,CYP
11010010,169,76,95,COL
11010010,173,166,200,COM
11010010,183,695,405,COK
11010010,190,1611,1447,KOR
11010010,195,1374,1246,HRV
11010010,198,366,238,KWT
11010010,199,184,303,CUB
11010010,200,175,125,CUW
11010010,23,5525,6785,DEU
11010010,232,25786,24239,DNK
11010010,240,543,450,EGY
11010010,244,988,915,ARE
11010010,245,1294,985,ESP
11010010,249,11459,9564,USA
11010010,255,550,359,FLK
11010010,259,175,200,FRO
11010010,267,6301,6034,PHL
11010010,271,72,70,FIN
11010010,275,2598,1800,FRA
11010010,281,2716,1923,GAB
11010010,293,1769,1396,GIB
11010010,301,63630,66739,GRC
11010010,325,1193,2437,GUF
11010010,331,64,40,GNQ
11010010,334,346,299,GNB
11010010,337,717,747,GUY
11010010,351,68424,60603,HKG
11010010,359,5518,5128,IMN
11010010,361,8687,7501,IND
11010010,365,12,10,IDN
11010010,372,244,382,IRN
11010010,375,330,340,IRL
11010010,379,100,75,ISL
11010010,386,17404,18930,ITA
11010010,391,320,250,JAM
11010010,399,10871,12374,JPN
11010010,40,1863,1708,AGO
11010010,403,1092,695,JOR
11010010,411,192,150,KIR
11010010,43,8965,7689,ATG
11010010,431,1276,1152,LBN
11010010,434,130026,111753,LBR
11010010,438,151,175,LBY
11010010,442,299,320,LTU
11010010,445,2572,1858,LUX
11010010,449,229,160,MKD
11010010,455,841,601,MYS
11010010,467,73980,67653,MLT
11010010,472,104,100,MNP
11010010,474,36,33,MAR
11010010,476,146222,122537,MHL
11010010,477,598,360,MTQ
11010010,493,94,355,MEX
11010010,495,405,455,MCO
11010010,498,1299,1260,MNE
11010010,528,33,40,NGA
11010010,53,1403,1192,SAU
11010010,531,342,405,NIU
11010010,538,38741,36197,NOR
11010010,551,1226,935,VUT
11010010,573,8034,7805,NLD
11010010,575,621,783,PLW
11010010,576,1303,1365,PAK
11010010,580,102757,94338,PAN
11010010,586,2614,3169,PRY
11010010,589,212,230,PER
11010010,59,216,200,DZA
11010010,593,34,50,PCN
11010010,603,242,193,POL
11010010,607,17846,16471,PRT
11010010,628,21567,19150,GBR
11010010,63,3040,2555,ARG
11010010,670,32,30,ROU
11010010,676,536,443,RUS
11010010,695,782,702,KNA
11010010,705,2023,2192,VCT
11010010,72,93,200,AUT
11010010,728,58,40,SEN
11010010,735,106,130,SLE
11010010,741,64404,57105,SGP
11010010,750,111,200,LKA
11010010,754,33,50,SWZ
11010010,756,261,180,ZAF
11010010,764,337,380,SWE
11010010,767,1839,1721,CHE
11010010,77,65707,59092,BHS
11010010,770,61,200,SUR
11010010,776,9711,10781,THA
11010010,780,26,24,TZA
11010010,783,218,230,DJI
11010010,80,6653,7334,BHR
11010010,800,522,755,TGO
11010010,805,69,75,TKL
11010010,81,1286,1103,BGD
11010010,810,137,100,TON
11010010,827,12890,12437,TUR
11010010,828,30,100,TUV
11010010,83,11488,10599,BRB
11010010,845,554,397,URY
11010010,850,325,428,VEN
11010010,858,270,340,VNM
11010010,866,10,6,VIR
11010010,87,4003,3256,BEL
11010010,88,3883,4155,BLZ
11010010,90,3682,3250,BMU
11010010,98,1096,815,BIH
11010010,990,27,45,ZZZ
11010020,145,76,22,CMR
11010020,160,196,170,CHN
11010020,161,4,2,TWN
11010020,163,204,190,CYP
11010020,23,470,426,DEU
11010020,232,110,75,DNK
11010020,240,3,10,EGY
11010020,244,132,100,ARE
11010020,249,88,65,USA
11010020,267,226,200,PHL
11010020,293,6,6,GIB
11010020,301,1638,1555,GRC
11010020,351,254,232,HKG
11010020,359,5,3,IMN
11010020,361,72,50,IND
11010020,399,212,233,JPN
11010020,427,19,20,LVA
11010020,43,2,2,ATG
11010020,434,562,476,LBR
11010020,467,179,284,MLT
11010020,476,503,424,MHL
11010020,538,16,10,NOR
11010020,573,4,2,NLD
11010020,580,1254,664,PAN
11010020,603,147,160,POL
11010020,607,271,214,PRT
11010020,628,109,73,GBR
11010020,72,32,25,AUT
11010020,741,328,142,SGP
11010020,764,8,3,SWE
11010020,767,242,230,CHE
11010020,77,243,140,BHS
11010020,83,30,58,BRB
11010020,98,79,42,BIH
11022000,105,150,88,BRA
11022000,111,20,10,BGR
11022000,127,16631,29852,CPV
11022000,137,71,39,CYM
11022000,145,16,10,CMR
11022000,149,52642,45506,CAN
11022000,154,41,35,QAT
11022000,158,62754,53250,CHL
11022000,160,1245,1504,CHN
11022000,161,8,10,TWN
11022000,163,511,464,CYP
11022000,165,1161,660,CCK
11022000,183,6,4,COK
11022000,190,683,1510,KOR
11022000,199,4629,2200,CUB
11022000,200,153,358,CUW
11022000,23,20395,15496,DEU
11022000,232,274,217,DNK
11022000,244,1005,1585,ARE
11022000,245,23399,16725,ESP
11022000,249,331388,341484,USA
11022000,267,17,15,PHL
11022000,271,61,28,FIN
11022000,275,6492,4256,FRA
11022000,281,32,20,GAB
11022000,293,27,25,GIB
11022000,297,6108,3120,GRD
11022000,301,1756,1499,GRC
11022000,325,5243,10082,GUF
11022000,331,7190,6661,GNQ
11022000,334,1068,2220,GNB
11022000,337,2981,3480,GUY
11022000,341,2,45,HTI
11022000,351,4614,3187,HKG
11022000,359,113,67,IMN
11022000,361,178,334,IND
11022000,372,19,10,IRN
11022000,375,11686,14142,IRL
11022000,386,19615,12168,ITA
11022000,399,161992,148996,JPN
11022000,40,15473,13905,AGO
11022000,43,199,161,ATG
11022000,434,3173,2517,LBR
11022000,445,245,255,LUX
11022000,455,68,1035,MYS
11022000,467,1310,950,MLT
11022000,476,3450,2630,MHL
11022000,477,4,5,MTQ
11022000,493,12458,11519,MEX
11022000,497,9,10,MNG
11022000,505,9191,6380,MOZ
11022000,53,221,200,SAU
11022000,538,359,269,NOR
11022000,548,5883,4441,NZL
11022000,551,18,10,VUT
11022000,573,57044,50009,NLD
11022000,580,4040,3281,PAN
11022000,586,126937,191556,PRY
11022000,589,212,160,PER
11022000,607,221922,225556,PRT
11022000,611,1300,1200,PRI
11022000,628,135470,134349,GBR
11022000,63,2524,2611,ARG
11022000,640,176,600,CAF
11022000,69,27207,20418,AUS
11022000,695,4,2,KNA
11022000,720,99,120,STP
11022000,728,1043,2000,SEN
11022000,741,1649,1298,SGP
11022000,756,4165,2403,ZAF
11022000,767,12652,12361,CHE
11022000,77,496,356,BHS
11022000,770,2239,3010,SUR
11022000,776,94,54,THA
11022000,780,25,11,TZA
11022000,80,32,31,BHR
11022000,81,15,13,BGD
11022000,810,276,368,TON
11022000,815,1981,4089,TTO
11022000,827,67,65,TUR
11022000,845,7009,7100,URY
11022000,850,3709,5767,VEN
11022000,858,2,2,VNM
11022000,87,22265,21110,BEL
11022000,90,55,41,BMU
11022000,97,9352,15230,BOL
11022000,98,15,12,BIH
11029000,105,84,17,BRA
11029000,127,98,50,CPV
11029000,137,125,19,CYM
11029000,145,35,5,CMR
11029000,149,113,17,CAN
11029000,154,160,43,QAT
11029000,158,70,21,CHL
11029000,160,312,103,CHN
11029000,161,3,1,TWN
11029000,163,554,204,CYP
11029000,183,178,34,COK
11029000,190,107,37,KOR
11029000,193,11,1,CIV
11029000,195,47,15,HRV
11029000,23,483,95,DEU
11029000,232,1150,260,DNK
11029000,244,37,10,ARE
11029000,249,510,115,USA
11029000,255,21,5,FLK
11029000,267,192,65,PHL
11029000,275,308,47,FRA
11029000,281,6,3,GAB
11029000,293,101,23,GIB
11029000,301,1033,362,GRC
11029000,317,2,2,GTM
11029000,325,54,24,GUF
11029000,337,52,26,GUY
11029000,351,3089,780,HKG
11029000,359,211,61,IMN
11029000,361,413,111,IND
11029000,365,26,5,IDN
11029000,372,44,20,IRN
11029000,386,264,69,ITA
11029000,399,210,82,JPN
11029000,40,263,50,AGO
11029000,43,206,49,ATG
11029000,434,6229,1490,LBR
11029000,442,12,5,LTU
11029000,445,56,11,LUX
11029000,455,10,2,MYS
11029000,467,2862,756,MLT
11029000,476,9076,2384,MHL
11029000,505,140,24,MOZ
11029000,53,18,2,SAU
11029000,538,3221,830,NOR
11029000,573,1270,294,NLD
11029000,580,6730,1845,PAN
11029000,586,886,408,PRY
11029000,607,506,140,PRT
11029000,628,540,175,GBR
11029000,63,176,40,ARG
11029000,647,19,3,DOM
11029000,705,8,5,VCT
11029000,728,39,10,SEN
11029000,735,3,2,SLE
11029000,741,5543,1368,SGP
11029000,767,120,51,CHE
11029000,77,2749,751,BHS
11029000,770,241,33,SUR
11029000,776,3645,604,THA
11029000,783,17,2,DJI
11029000,80,286,67,BHR
11029000,81,40,10,BGD
11029000,827,313,88,TUR
11029000,83,223,50,BRB
11029000,845,75,63,URY
11029000,850,5,2,VEN
11029000,87,186,48,BEL
11029000,90,88,15,BMU
11029000,98,43,40,BIH
11029000,990,5,2,ZZZ
11031100,105,45,19,BRA
11031100,137,917,165,CYM
11031100,145,76,35,CMR
11031100,149,17045,10326,CAN
11031100,158,1058,649,CHL
11031100,160,43,22,CHN
11031100,163,1587,313,CYP
11031100,165,1638,840,CCK
11031100,183,422,182,COK
11031100,195,7,5,HRV
11031100,23,944,425,DEU
11031100,232,322,104,DNK
11031100,244,29,5,ARE
11031100,245,994,375,ESP
11031100,249,47363,29062,USA
11031100,275,25,5,FRA
11031100,281,395,68,GAB
11031100,293,281,38,GIB
11031100,301,2161,673,GRC
11031100,331,517,760,GNQ
11031100,334,75,20,GNB
11031100,351,3764,917,HKG
11031100,359,40,8,IMN
11031100,361,365,164,IND
11031100,375,489,180,IRL
11031100,386,10506,6114,ITA
11031100,399,405,234,JPN
11031100,40,8840,6431,AGO
11031100,43,339,67,ATG
11031100,434,14193,3132,LBR
11031100,445,164,105,LUX
11031100,449,34,5,MKD
11031100,455,31,16,MYS
11031100,467,4876,1054,MLT
11031100,476,15039,4099,MHL
11031100,493,4577,2892,MEX
11031100,505,1674,840,MOZ
11031100,53,58,11,SAU
11031100,538,965,233,NOR
11031100,548,5252,3444,NZL
11031100,551,79,15,VUT
11031100,573,11004,6134,NLD
11031100,580,9423,2930,PAN
11031100,586,2219,2178,PRY
11031100,607,23272,12979,PRT
11031100,628,31193,19300,GBR
11031100,63,1092,350,ARG
11031100,69,2704,1416,AUS
11031100,695,116,25,KNA
11031100,705,324,132,VCT
11031100,728,22,10,SEN
11031100,741,6766,2475,SGP
11031100,767,3906,2562,CHE
11031100,77,3094,1119,BHS
11031100,770,21,12,SUR
11031100,776,65,22,THA
11031100,80,1370,220,BHR
11031100,81,8,10,BGD
11031100,827,550,125,TUR
11031100,83,1088,345,BRB
11031100,845,1528,400,URY
11031100,87,4028,2045,BEL
11031100,88,762,222,BLZ
11031100,90,258,87,BMU
11031100,97,2651,2040,BOL
11031300,127,180677,375817,CPV
11031300,145,26136,81224,CMR
11031300,149,58146,141864,CAN
11031300,158,137916,268620,CHL
11031300,160,513,469,CHN
11031300,161,665417,1350124,TWN
11031300,163,8,10,CYP
11031300,190,152540,264820,KOR
11031300,193,13845,45625,CIV
11031300,196,398538,1024500,CRI
11031300,23,4,37,DEU
11031300,232,6,10,DNK
11031300,239,119868,307250,ECU
11031300,244,241,167,ARE
11031300,245,219545,375817,ESP
11031300,249,782682,1310398,USA
11031300,275,619379,1231615,FRA
11031300,301,20,20,GRC
11031300,331,183,150,GNQ
11031300,337,125,280,GUY
11031300,341,259424,773100,HTI
11031300,345,40343,123300,HND
11031300,351,1323,1024,HKG
11031300,375,6854,7820,IRL
11031300,383,36048,65250,ISR
11031300,386,11912,8460,ITA
11031300,391,16216,49896,JAM
11031300,399,80062,161346,JPN
11031300,40,87353,234528,AGO
11031300,434,28017,73941,LBR
11031300,455,21184,36000,MYS
11031300,467,108,71,MLT
11031300,474,8,10,MAR
11031300,476,137,113,MHL
11031300,485,268370,675000,MUS
11031300,488,35915,85500,MRT
11031300,493,48068,113010,MEX
11031300,505,134,90,MOZ
11031300,53,177,100,SAU
11031300,548,19196,48800,NZL
11031300,573,49999,84573,NLD
11031300,580,185,315,PAN
11031300,586,104778,152362,PRY
11031300,589,58944,152675,PER
11031300,607,152303,275845,PRT
11031300,628,47081,60294,GBR
11031300,63,30181,53900,ARG
11031300,647,74311,211073,DOM
11031300,69,1043976,2273085,AUS
11031300,697,31796,43130,SMR
11031300,699,11736,20975,SXM
11031300,72,1622,4500,AUT
11031300,720,141505,310450,STP
11031300,728,191275,567025,SEN
11031300,735,22469,75000,SLE
11031300,741,154,210,SGP
11031300,759,39000,43250,SDN
11031300,767,2909,26190,CHE
11031300,77,15,10,BHS
11031300,770,655,1300,SUR
11031300,783,30691,69000,DJI
11031300,810,216,201,TON
11031300,815,934285,2261425,TTO
11031300,827,6125,14500,TUR
11031300,83,63592,158346,BRB
11031300,845,21524,38370,URY
11031300,850,8190,21000,VEN
11031300,87,28796,49130,BEL
11031300,888,19680,48000,COD
11031300,97,1390,2220,BOL
11031900,163,535,13,CYP
11031900,23,251,20,DEU
11031900,232,207,15,DNK
11031900,301,628,42,GRC
11031900,351,272,25,HKG
11031900,434,710,30,LBR
11031900,467,205,14,MLT
11031900,476,1255,37,MHL
11031900,580,2095,70,PAN
11031900,77,703,28,BHS
11041200,105,360,74,BRA
11041200,127,185,60,CPV
11041200,137,634,185,CYM
11041200,145,28,3,CMR
11041200,154,24,8,QAT
11041200,158,222,84,CHL
11041200,160,1463,419,CHN
11041200,161,32,12,TWN
11041200,163,5587,1807,CYP
11041200,173,29,10,COM
11041200,183,40,10,COK
11041200,190,41,11,KOR
11041200,195,5,2,HRV
11041200,23,1004,620,DEU
11041200,232,2991,1139,DNK
11041200,244,36,13,ARE
11041200,245,34,11,ESP
11041200,249,1396,355,USA
11041200,255,34,8,FLK
11041200,267,357,182,PHL
11041200,271,64,10,FIN
11041200,275,292,41,FRA
11041200,281,105,16,GAB
11041200,293,463,137,GIB
11041200,301,4113,1756,GRC
